timestamp,day_ahead_price,real_time_price
2026-03-02T02:00:00Z,34.7798,0.5833
2026-03-02T03:00:00Z,43.659,50.068
2026-03-02T05:00:00Z,54.8968,73.2643
2026-03-03T04:00:00Z,31.5659,27.0714
2026-03-03T05:00:00Z,38.9968,50.5642
2026-03-03T19:00:00Z,153.8136,133.0052
2026-03-03T20:00:00Z,137.7394,127.6533
2026-03-03T21:00:00Z,112.7035,127.4758
2026-03-03T22:00:00Z,75.7125,68.7393
2026-03-04T02:00:00Z,35.6457,19.6374
2026-03-04T10:00:00Z,44.3438,62.1764
2026-03-04T11:00:00Z,35.9372,21.0082
2026-03-04T12:00:00Z,38.1315,50.9989
2026-03-04T13:00:00Z,38.1886,42.7127
2026-03-04T14:00:00Z,39.6707,35.2655
2026-03-04T15:00:00Z,47.3615,31.6689
2026-03-04T16:00:00Z,68.7809,77.6323
2026-03-04T17:00:00Z,111.203,103.2048
2026-03-04T18:00:00Z,128.2242,114.5151
2026-03-04T19:00:00Z,109.0926,108.3063
2026-03-04T20:00:00Z,101.7683,117.6982
2026-03-04T21:00:00Z,65.184,56.8147
2026-03-04T22:00:00Z,58.0316,53.5464
2026-03-04T23:00:00Z,42.5978,66.0952
2026-03-05T00:00:00Z,33.627,36.459
2026-03-05T01:00:00Z,26.1557,13.8144
2026-03-05T02:00:00Z,32.1188,26.6674
2026-03-05T03:00:00Z,37.0733,28.8513
2026-03-05T04:00:00Z,30.1579,61.9976
2026-03-05T05:00:00Z,23.4652,17.8156
2026-03-05T06:00:00Z,43.1502,41.647
2026-03-05T07:00:00Z,66.5858,61.6512
2026-03-05T08:00:00Z,138.1495,287.0703
2026-03-05T09:00:00Z,51.5384,43.2347
2026-03-05T10:00:00Z,46.3416,47.3293
2026-03-05T11:00:00Z,44.2455,57.8439
2026-03-05T12:00:00Z,45.3638,62.2896
2026-03-05T13:00:00Z,48.8051,64.2054
2026-03-05T14:00:00Z,51.476,20.107
2026-03-05T15:00:00Z,51.6154,62.4952
2026-03-05T16:00:00Z,72.6202,86.4649
2026-03-05T17:00:00Z,100.3706,98.2854
2026-03-05T18:00:00Z,105.4917,102.8885
2026-03-05T19:00:00Z,97.4007,103.3636
2026-03-05T20:00:00Z,94.1298,79.272
2026-03-05T21:00:00Z,69.0595,66.6765
2026-03-05T22:00:00Z,52.4568,47.5106
2026-03-05T23:00:00Z,47.2983,81.2659
2026-03-06T00:00:00Z,35.1946,36.8934
2026-03-06T01:00:00Z,26.9337,21.3365
2026-03-06T02:00:00Z,27.766,1.951
2026-03-06T03:00:00Z,26.8679,8.729
2026-03-06T04:00:00Z,32.1051,29.6991
2026-03-06T05:00:00Z,23.9699,29.8911
2026-03-06T06:00:00Z,50.3498,28.7662
2026-03-06T07:00:00Z,58.473,51.5192
2026-03-06T08:00:00Z,56.9128,66.3191
2026-03-06T09:00:00Z,64.8707,61.4467
2026-03-06T10:00:00Z,68.664,75.3879
2026-03-06T11:00:00Z,56.1997,46.5673
2026-03-06T12:00:00Z,50.4553,57.0859
2026-03-06T13:00:00Z,50.708,33.0799
2026-03-06T14:00:00Z,52.9678,48.4055
2026-03-06T15:00:00Z,58.8784,55.4826
2026-03-06T16:00:00Z,69.3683,96.4196
2026-03-06T17:00:00Z,70.5607,85.1707
2026-03-06T18:00:00Z,65.4046,49.2341
2026-03-06T19:00:00Z,52.4934,43.3725
2026-03-06T20:00:00Z,48.7833,58.9517
2026-03-06T21:00:00Z,48.264,42.3642
2026-03-06T22:00:00Z,40.2067,25.7487
2026-03-06T23:00:00Z,38.6399,20.7555
2026-03-07T00:00:00Z,25.005,18.7779
2026-03-07T01:00:00Z,14.1714,11.0338
2026-03-07T02:00:00Z,17.0302,15.0893
2026-03-07T03:00:00Z,16.4485,29.7823
2026-03-07T04:00:00Z,19.7599,9.7297
2026-03-07T05:00:00Z,13.1885,14.6047
2026-03-07T06:00:00Z,25.134,39.4399
2026-03-07T07:00:00Z,36.9328,41.1443
2026-03-07T08:00:00Z,41.8119,55.1713
2026-03-07T09:00:00Z,33.574,21.4423
2026-03-07T10:00:00Z,29.1706,28.2014
2026-03-07T11:00:00Z,26.8487,22.73
2026-03-07T12:00:00Z,27.2327,38.418
2026-03-07T13:00:00Z,25.5057,36.527
2026-03-07T14:00:00Z,21.4771,26.0467
2026-03-07T15:00:00Z,27.4873,19.9106
2026-03-07T16:00:00Z,36.9808,23.7817
2026-03-07T17:00:00Z,57.2815,49.8727
2026-03-07T18:00:00Z,76.1777,83.9432
2026-03-07T19:00:00Z,73.5011,55.1757
2026-03-07T20:00:00Z,69.3436,254.8129
2026-03-07T21:00:00Z,41.3881,26.4996
2026-03-07T22:00:00Z,46.7147,39.3783
2026-03-07T23:00:00Z,37.5459,36.9086
2026-03-08T00:00:00Z,18.3422,22.6686
2026-03-08T01:00:00Z,23.8631,36.8306
2026-03-08T02:00:00Z,18.3429,16.9203
2026-03-08T03:00:00Z,25.3375,4.47
2026-03-08T04:00:00Z,71.2353,105.3646
2026-03-08T05:00:00Z,34.526,36.4763
2026-03-08T06:00:00Z,37.1991,51.6098
2026-03-08T07:00:00Z,42.6776,38.8888
2026-03-08T08:00:00Z,38.4615,56.8896
2026-03-08T09:00:00Z,171.9712,368.3534
2026-03-08T10:00:00Z,25.8761,3.1621
2026-03-08T11:00:00Z,20.8654,39.2828
2026-03-08T12:00:00Z,13.6561,30.106
2026-03-08T13:00:00Z,11.5445,18.6526
2026-03-08T14:00:00Z,21.1756,25.8241
2026-03-08T15:00:00Z,20.1438,20.4667
2026-03-08T16:00:00Z,38.1854,28.4718
2026-03-08T17:00:00Z,68.8497,77.2861
2026-03-08T18:00:00Z,81.1963,93.5924
2026-03-08T19:00:00Z,81.1428,95.1163
2026-03-08T20:00:00Z,68.1103,68.306
2026-03-08T21:00:00Z,71.371,54.8652
2026-03-08T22:00:00Z,38.0976,26.0119
2026-03-08T23:00:00Z,33.2382,33.5736
