timestamp,day_ahead_price,real_time_price
2026-01-01T00:00:00,28.0,29.0
2026-01-01T01:00:00,27.0,26.0
2026-01-01T02:00:00,26.0,25.0
2026-01-01T03:00:00,25.0,24.0
2026-01-01T04:00:00,25.0,25.0
2026-01-01T05:00:00,26.0,27.0
2026-01-01T06:00:00,29.0,31.0
2026-01-01T07:00:00,34.0,36.0
2026-01-01T08:00:00,39.0,41.0
2026-01-01T09:00:00,42.0,43.0
2026-01-01T10:00:00,40.0,39.0
2026-01-01T11:00:00,37.0,36.0
2026-01-01T12:00:00,35.0,34.0
2026-01-01T13:00:00,34.0,33.0
2026-01-01T14:00:00,33.0,32.0
2026-01-01T15:00:00,32.0,33.0
2026-01-01T16:00:00,34.0,35.0
2026-01-01T17:00:00,38.0,40.0
2026-01-01T18:00:00,41.0,43.0
2026-01-01T19:00:00,39.0,38.0
2026-01-01T20:00:00,35.0,34.0
2026-01-01T21:00:00,32.0,31.0
2026-01-01T22:00:00,30.0,29.0
2026-01-01T23:00:00,29.0,28.0
